,OlfN,TotalN,Tokens,OAI,OSI
sit_VB,344,44872,"['sit_VBD', 'sit_VBG', 'sit_VBP', 'sit_VB', 'sit_VBN', 'sit_VBZ']",-7.027263112979687,8.167184728359095
there_RB,93,99260,['there_RB'],-10.05976602307645,10.054290671953162
heart_NN,144,58459,"['heart_NNS', 'heart_NN', 'heart_NNP']",-8.665212528712269,9.42352448161888
now_RB,206,275604,['now_RB'],-10.385736774113962,8.906948955877974
fact_NN,56,145483,"['fact_NNS', 'fact_NN', 'fact_NNP']",-11.343136133357534,10.786094561003589
download_VB,41,15242,"['download_VB', 'download_VBG', 'download_VBD', 'download_VBP', 'download_VBN']",-8.538212595398315,11.235897478443109
only_RB,346,395986,['only_RB'],-10.160461671833225,8.158821255424469
candidate_NN,33,76084,"['candidate_NN', 'candidate_NNS']",-11.170911355869833,11.54905536370274
message_NN,210,72796,"['message_NN', 'message_NNS']",-8.43732604117121,8.879203965395071
opportunity_NN,159,140863,"['opportunity_NN', 'opportunity_NNS', 'opportunity_NNP']",-9.79105023281255,9.280566527776838
directly_RB,25,57890,['directly_RB'],-11.177170346341516,11.949593293286467
memory_NN,22,45809,"['memory_NNS', 'memory_NN']",-11.023911830408814,12.134017864423896
generation_NN,30,38063,"['generation_NN', 'generation_NNS']",-10.309211058494418,11.686558887452675
so_RB,307,406888,['so_RB'],-10.372177361933952,8.331354637691014
develop_VB,138,233614,"['develop_VBG', 'develop_VB', 'develop_VBP', 'develop_VBN', 'develop_VBZ', 'develop_VBD']",-10.725242752173475,9.484925026283024
self_NN,14,16201,"['self_NN', 'self_NNS', 'self_NNP']",-10.176440323102677,12.786094561003589
communicate_VB,65,25782,"['communicate_VBG', 'communicate_VB', 'communicate_VBP', 'communicate_VBN', 'communicate_VBZ', 'communicate_VBD']",-8.63170874946664,10.571081670032738
skill_NN,597,91446,"['skill_NNS', 'skill_NN']",-7.259045323760293,7.371862361796388
medium_NN,60,88928,"['medium_NNS', 'medium_NNP', 'medium_NN']",-10.533459523592043,10.686558887452675
black_JJ,13,46656,['black_JJ'],-11.809335286185846,12.8930097649201
ear_NN,184,16439,"['ear_NN', 'ear_NNS']",-6.4812729646701674,9.06988752700418
news_NN,94,60262,"['news_NN', 'news_NNP']",-9.324372082354147,10.038860631383555
good_JJ,514,320345,"['good_JJ', 'good_JJR']",-9.28364239808786,7.5878249338673145
child_NN,232,322065,"['child_NNS', 'child_NN', 'child_NNP']",-10.439011365518837,8.735468487933622
attitude_NN,18,24122,"['attitude_NN', 'attitude_NNS']",-10.38813690684024,12.42352448161888
television_NN,60,29202,"['television_NN', 'television_NNS', 'television_NNP']",-8.92688896439114,10.686558887452675
then_RB,361,329810,['then_RB'],-9.835420590205223,8.097594456174022
hear_VB,288,74975,"['hear_VBP', 'hear_VBG', 'hear_VB', 'hear_VBD', 'hear_VBZ', 'hear_VBN']",-8.024196995201153,8.42352448161888
look_VB,207,204462,"['look_VB', 'look_VBG', 'look_VBP', 'look_VBD', 'look_VBZ', 'look_VBN']",-9.947986254942116,8.899962525561868
example_NN,66,176508,"['example_NN', 'example_NNS']",-11.384979928369544,10.54905536370274
find_VB,197,370183,"['find_VBD', 'find_VB', 'find_VBG', 'find_VBP', 'find_VBZ', 'find_VBN']",-10.875827298490275,8.971397663604817
today_NN,88,110555,"['today_NN', 'today_NNS', 'today_NNP']",-10.29497313027145,10.134017864423896
own_JJ,148,186703,['own_JJ'],-10.30093221821638,9.383996117432243
anybody_NN,29,5786,['anybody_NN'],-7.6403696128020275,11.735468487933622
else_RB,81,37607,['else_RB'],-8.858863600412123,10.253599480176568
encourage_VB,94,67842,"['encourage_VBN', 'encourage_VB', 'encourage_VBD', 'encourage_VBG', 'encourage_VBZ', 'encourage_VBP']",-9.495302229429031,10.038860631383555
engage_VB,50,41220,"['engage_VB', 'engage_VBN', 'engage_VBD', 'engage_VBG', 'engage_VBP', 'engage_VBZ']",-9.687200694651894,10.949593293286467
design_VB,25,85976,"['design_VBN', 'design_VBG']",-11.747790180830957,11.949593293286467
room_NN,154,99544,"['room_NN', 'room_NNS', 'room_NNP']",-9.336260199188926,9.326662942366292
've_VB,202,106163,"[""'ve_VBP"", ""'ve_VB""]",-9.037710036382641,8.935238000309399
phone_NN,85,45641,"['phone_NNS', 'phone_NN', 'phone_NNP']",-9.068651845012837,10.184058546923492
conversation_NN,209,20799,"['conversation_NNS', 'conversation_NN']",-6.63686741382906,8.88609035098031
thought_NN,35,32667,"['thought_NNS', 'thought_NN', 'thought_NNP']",-9.866263332414032,11.464166466116227
proposal_NN,14,48104,"['proposal_NN', 'proposal_NNS']",-11.746514321138463,12.786094561003589
start_VB,168,136988,"['start_VB', 'start_VBN', 'start_VBD', 'start_VBP', 'start_VBZ', 'start_VBG']",-9.671372571860353,9.201132060282433
creative_JJ,22,23081,['creative_JJ'],-10.034986491992063,12.134017864423896
government_NN,88,247626,"['government_NN', 'government_NNP', 'government_NNS']",-11.458371657030895,10.134017864423896
community_NN,116,241902,"['community_NN', 'community_NNS', 'community_NNP']",-11.026082176606216,9.735468487933622
wish_VB,43,40195,"['wish_VBP', 'wish_VBZ', 'wish_VBG', 'wish_VB', 'wish_VBD']",-9.868463675409743,11.167184728359095
need_VB,268,299218,"['need_VBP', 'need_VBD', 'need_VBG', 'need_VBZ', 'need_VB', 'need_VBN']",-10.124748249744792,8.52736029260342
close_JJ,29,40339,"['close_JJS', 'close_JJ', 'close_JJR']",-10.44190670454224,11.735468487933622
friend_NN,127,73648,"['friend_NNS', 'friend_NN']",-9.17967404045172,9.604764796289027
moment_NN,81,40511,"['moment_NN', 'moment_NNS']",-8.966176074555985,10.253599480176568
watch_VB,397,35494,"['watch_VBG', 'watch_VBP', 'watch_VBN', 'watch_VB', 'watch_VBD', 'watch_VBZ']",-6.48229235063409,7.960454285918235
morning_NN,32,35039,"['morning_NN', 'morning_NNS']",-10.096673981097334,11.593449483061192
others_NN,255,118588,['others_NNS'],-8.861245067559805,8.599096046202336
attentively_RB,163,348,['attentively_RB'],-1.0942153416176508,9.244721328830115
happy_JJ,19,23148,['happy_JJ'],-10.250672415326674,12.345521969617607
view_NN,101,89433,"['view_NNS', 'view_NN', 'view_NNP']",-9.790308168381044,9.935238000309399
word_NN,249,103898,"['word_NNS', 'word_NN', 'word_NNP']",-8.704806425505437,8.633447550993113
great_JJ,170,213397,"['great_JJ', 'great_JJS', 'great_JJR']",-10.293789432757862,9.184058546923492
pleasure_NN,55,11866,"['pleasure_NN', 'pleasure_NNS']",-7.753186353935332,10.812089769536533
american_JJ,65,112789,['american_JJ'],-10.760899033938628,10.571081670032738
ready_JJ,59,28337,['ready_JJ'],-8.907756360348309,10.710806433699352
roll_NN,14,5562,['roll_NN'],-8.634033107289083,12.786094561003589
call_NN,168,61929,"['call_NN', 'call_NNS']",-8.526010107061737,9.201132060282433
mean_VB,97,123583,"['mean_VBP', 'mean_VBZ', 'mean_VBD', 'mean_VBG', 'mean_VB', 'mean_VBN']",-10.315207932915145,9.993536640874066
include_VB,175,529173,"['include_VBP', 'include_VBG', 'include_VBZ', 'include_VB', 'include_VBN', 'include_VBD']",-11.562168815453441,9.142238371228864
music_NN,1775,85202,"['music_NN', 'music_NNP', 'music_NNS']",-5.584996366404445,5.799846173781786
reading_NN,306,31174,"['reading_NN', 'reading_NNS']",-6.670667818862664,8.336061640368541
read_VB,700,99383,"['read_VB', 'read_VBG', 'read_VBP', 'read_VBD', 'read_VBZ', 'read_VBN']",-7.149500359814418,7.142238371228864
writing_NN,37,21011,"['writing_NNS', 'writing_NN']",-9.149403841362608,11.383996117432243
member_NN,117,235966,"['member_NNS', 'member_NN']",-10.977854753571414,9.723084763477788
experience_NN,207,170157,"['experience_NN', 'experience_NNS']",-9.683020019739423,8.899962525561868
interview_NN,67,38522,"['interview_NNS', 'interview_NN']",-9.167305796613082,10.52736029260342
take_VB,403,493690,"['take_VBP', 'take_VBN', 'take_VB', 'take_VBZ', 'take_VBG', 'take_VBD']",-10.258609868592632,7.938813454533226
come_VB,250,296679,"['come_VBD', 'come_VBN', 'come_VB', 'come_VBZ', 'come_VBP', 'come_VBG']",-10.212759001095487,8.627665198399106
breath_NN,27,7962,"['breath_NN', 'breath_NNS']",-8.20402765392788,11.838561980897724
breathing_NN,22,4719,"['breathing_NN', 'breathing_NNP']",-7.744833837499546,12.134017864423896
special_JJ,40,103348,['special_JJ'],-11.33522284941585,11.27152138817383
rather_RB,148,101688,['rather_RB'],-9.424336548456097,9.383996117432243
university_NN,20,227270,"['university_NN', 'university_NNP']",-13.47211963824251,12.27152138817383
closely_RB,154,23974,['closely_RB'],-7.28239647786733,9.326662942366292
industry_NN,15,105988,"['industry_NN', 'industry_NNP']",-12.786650810404424,12.686558887452675
head_NN,60,71004,"['head_NN', 'head_NNP', 'head_NNS']",-10.208722084862652,10.686558887452675
company_NN,46,227519,"['company_NN', 'company_NNS']",-12.272065547476613,11.06988752700418
final_JJ,13,59727,['final_JJ'],-12.165655920542399,12.8930097649201
variety_NN,35,69941,"['variety_NN', 'variety_NNS', 'variety_NNP']",-10.964567786102611,11.464166466116227
really_RB,273,105443,['really_RB'],-8.593346656239902,8.50069234214134
hard_JJ,67,65546,"['hard_JJ', 'hard_JJR', 'hard_JJS']",-9.93413093054186,10.52736029260342
tell_VB,282,148689,"['tell_VBP', 'tell_VB', 'tell_VBD', 'tell_VBG', 'tell_VBN', 'tell_VBZ']",-9.042387042915554,8.453898130662399
politely_RB,30,823,['politely_RB'],-4.777858024813107,11.686558887452675
partner_NN,35,43974,"['partner_NN', 'partner_NNS']",-10.295080132764602,11.464166466116227
get_VB,279,394522,"['get_VB', 'get_VBZ', 'get_VBP', 'get_VBD', 'get_VBN', 'get_VBG']",-10.465624915079395,8.469328171232005
explanation_NN,34,17825,"['explanation_NN', 'explanation_NNS']",-9.034151614968273,11.505986641810853
testimony_NN,35,17681,['testimony_NN'],-8.980629235424452,11.464166466116227
more_RB,260,383339,['more_RBR'],-10.52589344338284,8.571081670032738
point_NN,101,159917,"['point_NNS', 'point_NN', 'point_NNP']",-10.62875230456229,9.935238000309399
decision_NN,19,116897,"['decision_NNS', 'decision_NN']",-12.586950866562887,12.345521969617607
inform_VB,23,34275,"['inform_VBN', 'inform_VBZ', 'inform_VB', 'inform_VBG', 'inform_VBP', 'inform_VBD']",-10.541307089496938,12.06988752700418
anyone_NN,227,45556,['anyone_NN'],-7.648804970439217,8.766900995770278
very_RB,243,299778,['very_RB'],-10.268722482017047,8.668636979455412
true_JJ,31,58726,['true_JJ'],-10.887515444156241,11.639253172674318
inner_JJ,26,10206,['inner_JJ'],-8.61669020824345,11.8930097649201
position_NN,35,120512,"['position_NN', 'position_NNS']",-11.749534267669262,11.464166466116227
independent_JJ,12,42303,['independent_JJ'],-11.78350985734259,13.008486982340036
nothing_NN,37,58760,"['nothing_NN', 'nothing_NNS']",-10.633093409814693,11.383996117432243
choose_VB,65,84882,"['choose_VB', 'choose_VBN', 'choose_VBD', 'choose_VBZ', 'choose_VBG', 'choose_VBP']",-10.350803216130041,10.571081670032738
student_NN,436,562128,"['student_NNS', 'student_NN', 'student_NNP']",-10.332354828040186,7.8252651582842665
'd_MD,97,51923,"[""'d_MD""]",-9.06417327894449,9.993536640874066
like_VB,121,71438,"['like_VB', 'like_VBZ', 'like_VBP', 'like_VBD', 'like_VBN']",-9.205540833169719,9.674586245786598
party_NN,46,109280,"['party_NN', 'party_NNS', 'party_NNP']",-11.21410790712044,11.06988752700418
grow_VB,103,111587,"['grow_VBN', 'grow_VBD', 'grow_VBG', 'grow_VBZ', 'grow_VB', 'grow_VBP']",-10.081308908757794,9.906948955877974
other_JJ,467,743117,['other_JJ'],-10.63595110838618,7.726170743351531
many_JJ,310,408899,['many_JJ'],-10.365260603788151,8.317325077786956
different_JJ,114,197565,['different_JJ'],-10.759077846471605,9.760559468896451
best_JJ,50,134089,['best_JJS'],-11.388975175175423,10.949593293286467
advice_NN,128,27674,['advice_NN'],-7.756243565712322,9.593449483061192
elect_VB,15,20407,"['elect_VBN', 'elect_VB']",-10.40988589363937,12.686558887452675
representative_NN,24,50129,"['representative_NNS', 'representative_NN', 'representative_NNPS', 'representative_NNP']",-11.02839533358628,12.008486982340036
written_JJ,16,1966,['written_JJ'],-6.941047606340581,12.593449483061192
recommendation_NN,20,43029,"['recommendation_NNS', 'recommendation_NN']",-11.071093596902644,12.27152138817383
hold_VB,68,141884,"['hold_VBD', 'hold_VBP', 'hold_VB', 'hold_VBN', 'hold_VBG', 'hold_VBZ']",-11.026889541667911,10.505986641810853
session_NN,148,56306,"['session_NNS', 'session_NN', 'session_NNP']",-8.571547678837474,9.383996117432243
one_NN,141,71377,"['one_NN', 'one_NNS']",-8.983620292840241,9.453898130662399
comprehension_NN,112,2795,"['comprehension_NN', 'comprehension_NNP']",-4.6412776456729485,9.786094561003589
enhance_VB,38,37794,"['enhance_VB', 'enhance_VBN', 'enhance_VBP', 'enhance_VBZ', 'enhance_VBD', 'enhance_VBG']",-9.957942083162909,11.345521969617607
teacher_NN,153,113664,"['teacher_NN', 'teacher_NNPS', 'teacher_NNS']",-9.537028023657454,9.336061640368541
enough_JJ,29,32278,['enough_JJ'],-10.12028257395852,11.735468487933622
work_VB,86,359904,"['work_VB', 'work_VBG', 'work_VBZ', 'work_VBD', 'work_VBP', 'work_VBN']",-12.03098785630715,10.167184728359095
even_RB,254,284686,['even_RB'],-10.130327335092572,8.604764796289027
most_JJ,109,192008,['most_JJS'],-10.782622571647382,9.825265158284266
importantly_RB,17,8392,['importantly_RB'],-8.947336121326929,12.505986641810853
too_RB,151,133368,['too_RB'],-9.786648286346566,9.355044743736114
long_JJ,73,99443,"['long_JJ', 'long_JJR']",-10.411757640992223,10.403624924181175
track_NN,79,29594,"['track_NNS', 'track_NN']",-8.549236339399597,10.28966873488409
review_NN,20,85403,"['review_NN', 'review_NNS', 'review_NNP']",-12.060071033771369,12.27152138817383
dedicated_JJ,15,6999,['dedicated_JJ'],-8.866042497096837,12.686558887452675
explore_VB,29,45969,"['explore_VBP', 'explore_VBG', 'explore_VBZ', 'explore_VB', 'explore_VBD', 'explore_VBN']",-10.630392666832135,11.735468487933622
love_NN,22,34164,"['love_NNP', 'love_NN']",-10.600757659826124,12.134017864423896
reader_NN,120,29479,"['reader_NNS', 'reader_NN', 'reader_NNP']",-7.940509369448863,9.686558887452675
service_NN,143,442483,"['service_NN', 'service_NNS', 'service_NNP', 'service_NNPS']",-11.595391166217166,9.433578146282803
provide_VB,169,540402,"['provide_VB', 'provide_VBP', 'provide_VBN', 'provide_VBZ', 'provide_VBG', 'provide_VBD']",-11.64279405216823,9.192570046779009
small_JJ,52,179840,"['small_JJ', 'small_JJR']",-11.755914696967196,10.8930097649201
urge_VB,39,16252,"['urge_VBP', 'urge_VBZ', 'urge_VBG', 'urge_VBD', 'urge_VB', 'urge_VBN']",-8.70292743036884,11.308047264198944
congress_NN,29,44423,['congress_NNP'],-10.581038209521449,11.735468487933622
business_NN,46,245571,"['business_NN', 'business_NNP', 'business_NNS']",-12.382218718230941,11.06988752700418
record_NN,90,113691,"['record_NN', 'record_NNS', 'record_NNP']",-10.30290543032073,10.101596386731519
relax_VB,33,8923,"['relax_VBG', 'relax_VB', 'relax_VBN', 'relax_VBD']",-8.078919005210292,11.54905536370274
talk_NN,204,29345,"['talk_NN', 'talk_NNS', 'talk_NNP']",-7.168401745693181,8.921024141089697
often_RB,84,142647,['often_RB'],-10.729772457668927,10.201132060282433
would_MD,687,653954,['would_MD'],-9.894663343810125,7.169283194243093
career_NN,13,59840,"['career_NN', 'career_NNS']",-12.168382836633906,12.8930097649201
announcement_NN,17,12119,"['announcement_NNS', 'announcement_NN']",-9.477520197954751,12.505986641810853
offer_VB,94,189685,"['offer_VBP', 'offer_VBN', 'offer_VBG', 'offer_VBD', 'offer_VBZ', 'offer_VB']",-10.978657219899514,10.038860631383555
want_VB,367,231459,"['want_VBD', 'want_VBP', 'want_VBZ', 'want_VB', 'want_VBN', 'want_VBG']",-9.300760882745443,8.07381323021798
decide_VB,42,73451,"['decide_VBD', 'decide_VBN', 'decide_VBP', 'decide_VBZ', 'decide_VB', 'decide_VBG']",-10.772177089284307,11.201132060282433
forward_RB,34,39341,['forward_RB'],-10.176283167921271,11.505986641810853
more_JJ,346,428747,['more_JJR'],-10.275138823391043,8.158821255424469
critically_RB,14,5502,['critically_RB'],-8.618385502258606,12.786094561003589
nation_NN,23,82242,"['nation_NN', 'nation_NNP', 'nation_NNPS', 'nation_NNS']",-11.804025772593748,12.06988752700418
contemporary_JJ,13,16974,['contemporary_JJ'],-10.350599243976317,12.8930097649201
political_JJ,23,99143,['political_JJ'],-12.073661337935532,12.06988752700418
citizen_NN,32,40768,"['citizen_NNS', 'citizen_NNP', 'citizen_NN']",-10.3151495622563,11.593449483061192
critical_JJ,51,58496,['critical_JJ'],-10.163625013086575,10.921024141089697
counsel_NN,14,15656,['counsel_NN'],-10.1270731185692,12.786094561003589
suggestion_NN,70,19422,"['suggestion_NNS', 'suggestion_NN']",-8.116121133985363,10.464166466116227
result_NN,39,193310,"['result_NN', 'result_NNS']",-12.275154526218625,11.308047264198944
real_JJ,54,84721,['real_JJ'],-10.61554449559402,10.838561980897724
car_NN,55,51612,"['car_NN', 'car_NNS']",-9.874059203141146,10.812089769536533
little_JJ,102,112844,['little_JJ'],-10.111544843858434,9.921024141089697
least_JJ,65,109037,['least_JJS'],-10.712090435481224,10.571081670032738
wo_MD,68,25043,['wo_MD'],-8.52465693706617,10.505986641810853
