,OlfN,TotalN,Tokens,OAI,OSI
foot_NN,152,50409,"['foot_NNS', 'foot_NN', 'foot_NNP']",-8.373466201,8.953296642
nobody_NN,26,8641,['nobody_NN'],-8.376542848,11.50078444
strip_NN,24,7977,"['strip_NNP', 'strip_NN', 'strip_NNPS', 'strip_NNS']",-8.376668062,11.61626165
digit_NN,10,3344,"['digit_NNS', 'digit_NN']",-8.385431037,12.87929606
face_NN,119,40172,"['face_NN', 'face_NNS', 'face_NNP']",-8.399084905,9.306406392
humanity_NN,22,7493,['humanity_NN'],-8.411896117,11.74179254
tribute_NN,12,4096,"['tribute_NN', 'tribute_NNS']",-8.415037499,12.61626165
cold_JJ,55,18858,"['cold_JJ', 'cold_JJR']",-8.421529344,10.41986444
wire_NN,32,11005,"['wire_NN', 'wire_NNS', 'wire_NNP']",-8.425871525,11.20122416
breath_NN,23,7962,"['breath_NN', 'breath_NNS']",-8.4353532,11.6776622
alumnus_NN,55,19293,"['alumnus_NNS', 'alumnus_NN', 'alumnus_NNP']",-8.454430161,10.41986444
feel_VB,242,85314,"['feel_VBP', 'feel_VB', 'feel_VBZ', 'feel_VBG']",-8.461631649,8.282360918
reach_VB,198,69894,"['reach_VB', 'reach_VBD', 'reach_VBZ', 'reach_VBG', 'reach_VBP', 'reach_VBN']",-8.463524373,8.571867535
basket_NN,11,3897,"['basket_NNS', 'basket_NN']",-8.468716598,12.74179254
ceiling_NN,17,6032,"['ceiling_NN', 'ceiling_NNS']",-8.470957872,12.11376131
base_NN,136,48344,"['base_NN', 'base_NNS', 'base_NNP']",-8.473586385,9.113761314
sexually_RB,13,4622,['sexually_RB'],-8.473861826,12.50078444
get_VB,1097,394516,"['get_VB', 'get_VBN', 'get_VBG', 'get_VBD', 'get_VBP', 'get_VBZ']",-8.490376475,6.101876345
literally_RB,21,7659,['literally_RB'],-8.5106229,11.80890673
rough_JJ,17,6234,['rough_JJ'],-8.518479598,12.11376131
never_RB,318,117774,['never_RB'],-8.532778602,7.8883412
physically_RB,24,8894,['physically_RB'],-8.533654189,11.61626165
life_NN,658,245527,"['life_NNS', 'life_NN', 'life_NNP']",-8.543578384,6.839280382
light_VB,11,4110,"['light_VBN', 'light_VBD']",-8.54549106,12.74179254
glance_NN,10,3743,"['glance_NN', 'glance_NNS']",-8.548051238,12.87929606
add_VB,338,127341,"['add_VBG', 'add_VBN', 'add_VB', 'add_VBZ', 'add_VBD', 'add_VBP']",-8.557458037,7.800344719
blade_NN,13,4950,"['blade_NNS', 'blade_NN']",-8.572773092,12.50078444
everything_NN,124,47253,"['everything_NN', 'everything_NNP']",-8.573921995,9.247027845
football_NN,22,8500,['football_NN'],-8.593815507,11.74179254
sit_VB,113,43932,"['sit_VBP', 'sit_VBG', 'sit_VBD', 'sit_VB', 'sit_VBZ']",-8.602805597,9.381045193
feeling_NN,80,31148,"['feeling_NNS', 'feeling_NN']",-8.604923816,9.87929606
brush_NN,11,4284,"['brush_NN', 'brush_NNS']",-8.605311146,12.74179254
palm_NN,15,5882,"['palm_NNP', 'palm_NN', 'palm_NNS']",-8.615200473,12.29433356
arm_NN,73,28627,"['arm_NNS', 'arm_NN']",-8.61526431,10.0113996
floor_NN,82,32489,"['floor_NN', 'floor_NNS', 'floor_NNP']",-8.630111714,9.843672151
hearing_NN,109,43286,"['hearing_NN', 'hearing_NNP', 'hearing_NNS']",-8.633428544,9.433039831
breathe_VB,12,4769,"['breathe_VB', 'breathe_VBP', 'breathe_VBG', 'breathe_VBZ']",-8.634508567,12.61626165
sense_NN,152,61765,['sense_NN'],-8.666574412,8.953296642
aspect_NN,127,52498,"['aspect_NN', 'aspect_NNS', 'aspect_NNP']",-8.691290155,9.212539469
melt_VB,12,4962,"['melt_VBZ', 'melt_VBP', 'melt_VBD', 'melt_VB', 'melt_VBG', 'melt_VBN']",-8.691743519,12.61626165
wheel_NN,21,8776,"['wheel_NN', 'wheel_NNS']",-8.707030388,11.80890673
neck_NN,21,8797,"['neck_NN', 'neck_NNS']",-8.710478474,11.80890673
piano_NN,12,5065,"['piano_NN', 'piano_NNS']",-8.721384053,12.61626165
constant_JJ,41,17329,['constant_JJ'],-8.723348779,10.84367215
surface_NN,115,48737,"['surface_NN', 'surface_NNS']",-8.727239777,9.355734104
hunger_NN,12,5100,['hunger_NN'],-8.731319031,12.61626165
personally_RB,31,13182,['personally_RB'],-8.732085345,11.24702784
compassion_NN,11,4728,"['compassion_NN', 'compassion_NNP']",-8.747582702,12.74179254
ear_NN,38,16409,"['ear_NNS', 'ear_NN']",-8.754272187,10.95329664
grace_NN,15,6523,"['grace_NN', 'grace_NNP']",-8.764429318,12.29433356
manipulate_VB,15,6566,"['manipulate_VBG', 'manipulate_VB', 'manipulate_VBN', 'manipulate_VBP']",-8.773908439,12.29433356
sweet_JJ,16,7030,"['sweet_JJS', 'sweet_JJ']",-8.779308974,12.20122416
close_RB,36,15951,['close_RB'],-8.79143425,11.03129915
bend_VB,10,4451,"['bend_VB', 'bend_VBG', 'bend_VBZ', 'bend_VBP']",-8.797985691,12.87929606
pin_NN,15,6699,"['pin_NNP', 'pin_NNS', 'pin_NN']",-8.802839441,12.29433356
back_NN,40,17900,"['back_NNP', 'back_NN', 'back_NNS']",-8.805743872,10.87929606
forbid_VB,10,4523,"['forbid_VBD', 'forbid_VBN', 'forbid_VBG', 'forbid_VBP', 'forbid_VBZ']",-8.821136186,12.87929606
object_NN,138,62591,"['object_NN', 'object_NNS', 'object_NNPS']",-8.825143149,9.092699699
drop_VB,40,18177,"['drop_VBG', 'drop_VBD', 'drop_VBN', 'drop_VBP']",-8.827898396,10.87929606
wo_MD,55,25043,['wo_MD'],-8.830760065,10.41986444
friend_NN,166,76614,"['friend_NNPS', 'friend_NNS', 'friend_NN']",-8.850280994,8.826184724
sensor_NN,23,10624,"['sensor_NN', 'sensor_NNS', 'sensor_NNP']",-8.851477475,11.6776622
offensive_JJ,10,4653,['offensive_JJ'],-8.862017377,12.87929606
customer_NN,211,98342,"['customer_NNS', 'customer_NN']",-8.864420887,8.480124967
edge_NN,49,22886,"['edge_NN', 'edge_NNS']",-8.867467867,10.58651431
someone_NN,113,52973,['someone_NN'],-8.872790632,9.381045193
portrait_NN,16,7564,"['portrait_NN', 'portrait_NNS']",-8.884933648,12.20122416
spot_NN,40,19022,"['spot_NNS', 'spot_NN', 'spot_NNP']",-8.893453226,10.87929606
theme_NN,49,23319,"['theme_NN', 'theme_NNS', 'theme_NNP']",-8.894508458,10.58651431
final_JJ,125,59727,['final_JJ'],-8.900311354,9.235439871
sensitivity_NN,16,7654,['sensitivity_NN'],-8.901998186,12.20122416
imagination_NN,14,6706,"['imagination_NN', 'imagination_NNS']",-8.903881846,12.39386923
anything_NN,110,52768,['anything_NN'],-8.90601597,9.419864442
plane_NN,31,14944,"['plane_NN', 'plane_NNS']",-8.913082429,11.24702784
drama_NN,14,6804,['drama_NN'],-8.924812504,12.39386923
body_NN,212,103864,"['body_NN', 'body_NNP', 'body_NNS']",-8.936415712,8.473303701
virtually_RB,30,14704,['virtually_RB'],-8.937030456,11.29433356
flavor_NN,13,6424,"['flavor_NNS', 'flavor_NN']",-8.948816459,12.50078444
infected_JJ,13,6464,['infected_JJ'],-8.957771765,12.50078444
mine_NN,17,8462,['mine_NN'],-8.959320129,12.11376131
somehow_RB,19,9481,['somehow_RB'],-8.962896005,11.95329664
mouse_NN,29,14567,"['mouse_NN', 'mouse_NNS']",-8.972435177,11.34324316
fellow_JJ,21,10559,['fellow_JJ'],-8.973868166,11.80890673
reproduction_NN,11,5560,"['reproduction_NN', 'reproduction_NNS']",-8.981437549,12.74179254
felt_VB,89,44991,"['felt_VBD', 'felt_VBN']",-8.981615382,9.725490724
pen_NN,10,5073,"['pen_NN', 'pen_NNS']",-8.98669535,12.87929606
bottom_NN,29,14776,['bottom_NN'],-8.992987156,11.34324316
pride_NN,14,7136,['pride_NN'],-8.993544978,12.39386923
human_JJ,258,131679,['human_JJ'],-8.995438504,8.1899969
tale_NN,16,8340,"['tale_NNS', 'tale_NN', 'tale_NNP']",-9.025831668,12.20122416
shooting_NN,10,5220,"['shooting_NNP', 'shooting_NN']",-9.027905997,12.87929606
shake_VB,14,7314,"['shake_VBD', 'shake_VB', 'shake_VBG', 'shake_VBZ']",-9.029089989,12.39386923
topic_NN,108,56839,"['topic_NNS', 'topic_NN']",-9.03970605,9.446336653
everywhere_RB,18,9614,['everywhere_RB'],-9.060996087,12.03129915
point_NN,299,159886,"['point_NN', 'point_NNS', 'point_NNP']",-9.062682419,7.977222481
dry_JJ,35,18893,['dry_JJ'],-9.076281167,11.07194114
probe_NN,11,5943,"['probe_NN', 'probe_NNS', 'probe_NNP']",-9.077544047,12.74179254
fabric_NN,11,5945,"['fabric_NNS', 'fabric_NN']",-9.078029476,12.74179254
essence_NN,12,6487,['essence_NN'],-9.078373223,12.61626165
almost_RB,133,72588,['almost_RB'],-9.092161011,9.14594172
moment_NN,74,40511,"['moment_NN', 'moment_NNS']",-9.096572712,9.99177079
circle_NN,27,14795,"['circle_NN', 'circle_NNS', 'circle_NNP']",-9.097934574,11.44633665
sound_VB,30,16462,"['sound_VB', 'sound_VBZ', 'sound_VBD']",-9.099961406,11.29433356
silver_NN,14,7719,"['silver_NN', 'silver_NNP']",-9.10684332,12.39386923
wall_NN,71,39191,"['wall_NN', 'wall_NNS', 'wall_NNP']",-9.108487645,10.05147704
sexual_JJ,51,28199,['sexual_JJ'],-9.11093104,10.52879881
cap_NN,14,7741,"['cap_NNS', 'cap_NN']",-9.110949312,12.39386923
sky_NN,21,11652,"['sky_NN', 'sky_NNP']",-9.115972563,11.80890673
clothes_NN,16,8912,['clothes_NNS'],-9.121533517,12.20122416
infectious_JJ,10,5575,['infectious_JJ'],-9.122827995,12.87929606
somebody_NN,13,7259,['somebody_NN'],-9.125115383,12.50078444
