,OlfN,TotalN,Tokens,OAI,OSI
something_NN,62,102998,['something_NN'],-10.69806049,8.198563858
stop_VB,29,48442,"['stop_VBG', 'stop_VBZ', 'stop_VB', 'stop_VBD', 'stop_VBP']",-10.70598981,9.294779174
fire_NN,26,43748,"['fire_NN', 'fire_NNS']",-10.71648973,9.452320451
everything_NN,28,47253,"['everything_NN', 'everything_NNP']",-10.72076338,9.345405247
speech_NN,16,27215,['speech_NN'],-10.73211442,10.15276017
dry_JJ,11,18893,['dry_JJ'],-10.74613256,10.69332855
garden_NN,13,22372,"['garden_NN', 'garden_NNP', 'garden_NNS']",-10.7489669,10.45232045
almost_RB,42,72588,['almost_RB'],-10.75512602,8.760442746
guy_NN,12,20759,"['guy_NN', 'guy_NNP', 'guy_NNS']",-10.75648683,10.56779767
somewhat_RB,11,19038,['somewhat_RB'],-10.75716269,10.69332855
substance_NN,12,20909,"['substance_NN', 'substance_NNS']",-10.76687394,10.56779767
loss_NN,26,45988,['loss_NN'],-10.78853012,9.452320451
see_VB,186,333265,"['see_VBN', 'see_VBG', 'see_VB', 'see_VBP', 'see_VBZ']",-10.80715147,6.613601358
bird_NN,13,23660,"['bird_NNS', 'bird_NN']",-10.82972274,10.45232045
beautiful_JJ,12,21883,['beautiful_JJ'],-10.83256041,10.56779767
metal_NN,9,16533,"['metal_NN', 'metal_NNS']",-10.84313591,10.98283517
sleep_VB,8,14705,"['sleep_VB', 'sleep_VBG', 'sleep_VBD']",-10.84401916,11.15276017
neighbor_NN,8,14752,"['neighbor_NN', 'neighbor_NNS']",-10.84862294,11.15276017
morning_NN,18,33902,['morning_NN'],-10.87915776,9.982835167
dead_JJ,11,20982,['dead_JJ'],-10.89743296,10.69332855
death_NN,30,58214,['death_NN'],-10.92218794,9.245869573
